ITEM_SEQ,ITEM_NAME,ENTP_NAME,CHART,PRINT_FRONT,PRINT_BACK,DRUG_SHAPE,COLOR_CLASS1,COLOR_CLASS2,LINE_FRONT,LINE_BACK,LENG_LONG,LENG_SHORT,THICK,CLASS_NAME,ETC_OTC_NAME,ITEM_PERMIT_DATE,FORM_CODE_NAME,MARK_CODE_FRONT_ANAL,MARK_CODE_BACK_ANAL,ITEM_IMAGE,MARK_CODE_FRONT_IMG,MARK_CODE_BACK_IMG,ITEM_ENG_NAME,EDI_CODE,last_updated
201404036,휴온스아토르바스타틴정40밀리그램(아토르바스타틴칼슘삼수화물),(주)휴온스,흰색의 원형 필름코팅정,HS,AT4,원형,하양,,,,9.9,9.9,4.9,동맥경화용제,전문의약품,20140829,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426916994200176,,,Huons Atorvastatin Tab. 40mg (Atorvastatin calcium trihydrate),670607060,2024-12-11 2:56
201404037,휴온스아토르바스타틴정80밀리그램(아토르바스타틴칼슘삼수화물),(주)휴온스,흰색의 원형 필름코팅정,HS,AT8,원형,하양,,,,12.3,12.3,6.5,동맥경화용제,전문의약품,20140829,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426916994200179,,,Huons Atorvastatin Tab. 80mg (Atorvastatin calcium trihydrate),,2024-12-11 2:56
201404035,휴온스아토르바스타틴정20밀리그램(아토르바스타틴칼슘삼수화물),(주)휴온스,흰색의 원형 필름코팅정,HS,AT2,원형,하양,,,,7.8,7.8,4,동맥경화용제,전문의약품,20140829,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426916994200173,,,Huons Atorvastatin Tab. 20mg (Atorvastatin calcium trihydrate),670607050,2024-12-11 2:56
201403489,에스프롤정20밀리그램(에스오메프라졸마그네슘삼수화물),명문제약(주),분홍색의 원형 필름코팅정 ,MM2,,원형,분홍,,,,8.0,8.0,3.8,소화성궤양용제,전문의약품,20140729,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1ObXIUAP0nD,,,Esprole Tab 20mg,649806670,2024-12-11 2:56
201403431,프로센골드연질캡슐(나프록센),명문제약(주),미황색 내지 연한 청록색의 투명한 내용물을 함유하는 청록색 투명의 장방형 연질캡슐제,MMNA,,타원형,"초록, 투명",,,,21,9,9,해열.진통.소염제,일반의약품,20140728,"연질캡슐제, 액상",,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426896770200024,,,Proxen Gold Soft Cap.,,2024-12-11 2:56
201403490,에스프롤정40밀리그램(에스오메프라졸마그네슘삼수화물),명문제약(주),분홍색의 원형 필름코팅정,MM4,,원형,분홍,,,,10.0,10.0,4.4,소화성궤양용제,전문의약품,20140729,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Ob3ehS4LAa,,,Esprole Tab 40mg,649806680,2024-12-11 2:56
201208452,가스루정(모사프리드시트르산염이수화물),한올바이오파마(주),흰색의 장방형 필름코팅정제,마크,I,장방형,하양,,,,9,4.5,3.5,기타의 소화기관용약,전문의약품,20121116,필름코팅정,"HA,HΛ,I-A,I-Λ,VH",,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426639351800035,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938644048800036,,GATHROU TAB,655604380,2024-12-11 2:56
201403798,넥스라졸정20밀리그램(에스오메프라졸마그네슘삼수화물),(주)바이넥스,연한 분홍색의 원형 필름코팅정,BI2,,원형,분홍,,,,8.71,8.71,3.65,소화성궤양용제,전문의약품,20140818,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426906991700082,,,Nexrazole Tab. 20mg,643103840,2024-12-11 2:56
201403402,듀얼페코정5/10밀리그램,국제약품(주),흰색의 타원형 필름코팅정,KJ,D51,타원형,하양,,,,8.4,4.6,2.8,기타의 순환계용약,전문의약품,20140725,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426894527600170,,,,,2024-12-11 2:56
201402875,메리나정(피나스테리드),(주)휴온스,양면이 볼록한 팔각형 모양의 황갈색 필름코팅정제,HS,,팔각형,분홍,,,,7.35,7.35,3.6,"모발용제(발모, 탈모, 염모, 양모제)",전문의약품,20140627,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1M_fFrB4MTI,,,Merina Tab. (Finasteride),,2024-12-11 2:56
200712032,비씨아토르바스타틴정20밀리그램(아토르바스타틴칼슘수화물),(주)비씨월드제약,흰색의 원형 필름코팅정,A,20,원형,하양,,,,7.3,7.3,4.4,동맥경화용제,전문의약품,20071102,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6C2J,,,BC Atorvastatin Tablet 20mg (atorvastatin calcium trihydrate),653100610,2024-12-11 2:56
200903224,아로마에프캡슐,태극제약(주),연분홍색의 가루가 함유 된 상·하부 노란색의 경질캡슐제,TG ARM-F,,장방형,노랑,노랑,,,19,7.5,7.5,치과구강용약,일반의약품,20090512,"경질캡슐제, 산제",,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149723205468400093,,,Aroma-F Cap.,,2024-12-11 2:56
200809185,헤파플러스연질캡슐,(주)테라젠이텍스,황갈색의 내용물을 함유한 황녹색의 장방형 연질캡슐,ETX HP,,타원형,초록,,,,23.5,8.2,8.2,간장질환용제,일반의약품,20080902,"연질캡슐제, 현탁상",,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427935897900087,,,Hepa Plus Soft Cap.,,2024-12-11 2:56
200410955,에페릭스정50밀리그램(에페리손염산염),신일제약(주),흰색의 원형 필름코팅정,SIE,,원형,하양,,,,8.19,8.19,3.53,골격근이완제,전문의약품,20040914,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154065480340000047,,,Eperix Tab. 50mg,653802110,2024-12-11 2:56
201404594,푸리나정(클로르족사존),한국코러스(주),흰색의 타원형 정제,HKS,,타원형,하양,,,,13.2,7.2,4.3,골격근이완제,일반의약품,20141006,나정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426938187600102,,,,,2024-12-11 2:56
201404126,그로모정5밀리그램(피나스테리드),(주)에이프로젠바이오로직스,청색의 원형 필름코팅정,KS,십자분할선,원형,파랑,,,+,7.7,7.7,4.0,기타의 비뇨생식기관 및 항문용약,전문의약품,20140904,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OcIzQG1qa2,,,Gromo Tab. 5mg,645208420,2024-12-11 2:56
199800324,메니솔론정4밀리그램(메틸프레드니솔론),(주)에이프로젠바이오로직스,흰색의 타원형 정제,SL,분할선,타원형,하양,,,-,8,5,3,부신호르몬제,전문의약품,19980408,나정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427336539800161,,,Menisolon Tab. 4mg,,2024-12-11 2:56
201403447,아이겔정(알마게이트),신신제약(주),백색 장방형의 정제,IGL,,장방형,하양,,,,15,8.5,7,제산제,일반의약품,20140728,나정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426896770200102,,,,,2024-12-11 2:56
201405105,몬테퀄츄정5밀리그램(몬테루카스트나트륨),(주)한독테바,분홍색의 씹어먹는 정사각형 정제,93,7425,사각형,분홍,,,,8,8,4.5,기타의 알레르기용약,전문의약품,20141031,추어블정(저작정),,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150108368273200016,,,,,2024-12-11 2:56
201404315,아라빌정15밀리그램(아리피프라졸(미분화)),(주)한국파마,황색의 원형 정제,KP-A 15,,원형,노랑,,,,6,6,3,정신신경용제,전문의약품,20140923,나정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149723205468400019,,,Arabil Tab. 15mg,653005440,2024-12-11 2:56
201404314,아라빌정10밀리그램(아리피프라졸(미분화)),(주)한국파마,분홍색 장방형 정제,KP-A 10,분할선,타원형,분홍,,,-,8,4.5,2.5,정신신경용제,전문의약품,20140923,나정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149723205468400013,,,Arabil Tab. 10mg,653005430,2024-12-11 2:56
201300145,텔미칸플러스정80/12.5밀리그램,제일약품(주),흰색 또는 거의 흰색의 양면이 볼록한 원형 정제,JI,TH2,원형,하양,,,,10,10,4,혈압강하제,전문의약품,20130108,다층정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426658237900101,,,Telmican Plus Tab. 80/12.5mg,645403920,2024-12-11 2:56
201500122,비알에스락캡슐(바실루스리케니포르미스균),(주)보령바이오파마,흰색의 분말이 든 상부 하부 흰색의 캡슐제,BRB S250,,장방형,하양,하양,,,19.1,6.63,6.91,정장제,일반의약품,20150112,"경질캡슐제, 산제",,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426989724000139,,,BR S-Lac Cap.,670500680,2024-12-11 2:56
201500245,비알덱시펜정(덱시부프로펜디.씨),(주)보령바이오파마,분홍색 장방형의 필름코팅정제,D분할선X,BRB,장방형,분홍,,-,,15,7.5,6,해열.진통.소염제,전문의약품,20150116,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426995046400020,,,BR Dexifen Tab.,670500690,2024-12-11 2:56
201501074,투콜캡슐,(주)아이월드제약,"미갈색의 분말이 든 상부 주황, 하부 미황색의 불투명한 경질캡슐",IWP T1,,장방형,주황,노랑,,,21.4,7.33,7.64,해열.진통.소염제,일반의약품,20150302,"경질캡슐제, 산제",,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427011143100072,,,,,2024-12-11 2:56
201406092,삼진메트포르민정(메트포르민염산염),삼진제약(주),흰색의 원형 필름코팅정,SJ,500,원형,하양,,,,10.52,10.52,5.74,당뇨병용제,전문의약품,20141229,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148674136277000172,,,Samjin Metformin Tab.,647804080,2024-12-11 2:56
201504162,리포스토정20밀리그램(로수바스타틴칼슘),고려제약(주),분홍색의 원형 필름코팅정제,KDC LIT  20,,원형,분홍,,,,9.2,9.2,4.55,동맥경화용제,전문의약품,20150626,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427087959900142,,,Liposto Tab. 20mg,642802750,2024-12-11 2:56
201507408,페보트정80밀리그램(페북소스타트),안국약품(주),한면에 분할선이 있는 연한 노란색∼노란색의 장방형 필름코팅정제,A분할선G,F80,장방형,노랑,,-,,17,6,6,통풍치료제,전문의약품,20151028,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427128653500141,,,Febot Tab. 80mg,,2024-12-11 2:56
201504332,테라콘800정,(주)테라젠이텍스,연한 황색의 장방형 필름코팅정,E분할선T,M800,장방형,노랑,,-,,21,8.5,6,혼합비타민제(비타민AD 혼합제제를 제외),일반의약품,20150701,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427100481600009,,,Terracon 800 Tab.,,2024-12-11 2:56
201507786,유니시움정20mg(에스오메프라졸마그네슘삼수화물),한국유니온제약(주),연분홍색의 원형 필름코팅정,UK3,,원형,분홍,,,,7,7,2.39,소화성궤양용제,전문의약품,20151120,장용성필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427143610700092,,,Unisium Tab. 20mg,665506780,2024-12-11 2:56
201507785,유니시움정40mg(에스오메프라졸마그네슘삼수화물),한국유니온제약(주),분홍색의 원형 필름코팅정,UK5,,원형,분홍,,,,9.5,9.5,3.5,소화성궤양용제,전문의약품,20151120,장용성필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427143610700083,,,Unisium Tab. 40mg,665506790,2024-12-11 2:56
200709412,미시업정-골드,정우신약(주),적색의 원형 필름코팅정,JP,,원형,빨강,,,,8,8,3,종합대사성제제,일반의약품,20070809,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427852405800046,,,Missy up Tab.-Gold,,2024-12-11 2:56
201507815,에소졸정40밀리그램(에스오메프라졸마그네슘삼수화물),(주)셀트리온제약,분홍색의 원형 필름코팅정,EZ2,,원형,분홍,,,,10.1,10.1,5.7,소화성궤양용제,전문의약품,20151123,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O87NhauByr,,,Esozol Tablets 40 mg (Esomeprazole magnesium dihydrate),693901940,2024-12-11 2:56
201506894,테라루신정2밀리그램(테라조신염산염수화물),(주)셀트리온제약,연한 오렌지색의 원형 정제,CLP,T분할선7,원형,분홍,,,-,7.1,7.1,3.75,기타의 비뇨생식기관 및 항문용약,전문의약품,20151001,나정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427117331100158,,,Teralusin Tablets 2mg (Terazosin HCl),693901870,2024-12-11 2:56
201507380,코살정100밀리그램(로사르탄칼륨),(주)셀트리온제약,흰색의 물방울형 필름코팅정,CL,L2,기타,하양,,,,11.75,7.25,5,혈압강하제,전문의약품,20151026,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148704361517400068,,,Cosal Tablets 100mg(Losartan potassium),693901930,2024-12-11 2:56
200707792,리피트롤정(아토르바스타틴칼슘수화물),(주)하원제약,흰색의 원형 필름코팅정,hw,77,원형,하양,,,,5.5,5.5,3.5,동맥경화용제,전문의약품,20070706,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150402120229800104,,,Lipitrol Tap.,651500480,2024-12-11 2:56
201403875,에페노정(에페리손염산염),(주)이든파마,흰색의 원형 필름코팅정제,ENK,E,원형,하양,,,,8.07,8.07,3.63,골격근이완제,전문의약품,20140820,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MksuF0DXg1,,,Epeno Tab.,628900060,2024-12-11 2:56
201501276,샤인콜연질캡슐,한국프라임제약(주),무색의 내용물이 든 투명한 적색의 장방형 연질캡슐,샤인콜,,타원형,"빨강, 투명",,,,19.7,9.3,9.3,해열.진통.소염제,일반의약품,20150312,"연질캡슐제, 액상",,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427011143100185,,,,,2024-12-11 2:56
201507944,글리세이트연질캡슐(콜린알포세레이트),(주)셀트리온제약,무색투명의 점조한 액을 넣은 담황색을 띤 타원형의 연질캡슐제,CL AF,,타원형,갈색,,,,16,9,9,기타의 중추신경용약,전문의약품,20151126,"연질캡슐제, 액상",,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427150709700170,,,,,2024-12-11 2:56
201508293,도네펙트정5mg(도네페질염산염수화물),익수제약(주),노랑색의 원형필름코팅정,IK,DZ,원형,노랑,,,,7.1,7.1,3.7,기타의 중추신경용약,전문의약품,20151217,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427158517500172,,,Donepect Tab. 5mg,658501820,2024-12-11 2:56
201508407,바클로버정(아시클로버),(주)휴비스트제약,연한청색 방패모양의 정제,HUV,,기타,파랑,,,,12.2,11.3,3.4,기타의 화학요법제,전문의약품,20151223,나정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/152769484199600102,,,Vaclover Tab.,628800690,2024-12-11 2:56
201401374,뮤렉실정(에페리손염산염),성원애드콕제약(주),흰색의 원형 필름코팅정,SW,EP,원형,하양,,,,7,7,2.5,골격근이완제,전문의약품,20140326,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426847266800138,,,Murecsil Tab.,664901010,2024-12-11 2:56
201100971,올산정20밀리그램(올메사탄메독소밀),동광제약(주),흰색의 원형 필름코팅정,DPC,C분할선14,원형,하양,,,-,9,9,4,혈압강하제,전문의약품,20110225,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149085603005200029,,,,,2024-12-11 2:56
201307923,올산플러스정20/12.5밀리그램,동광제약(주),연한 주황색의 원형 필름코팅정,DPC,C22,원형,주황,,,,9,9,4,혈압강하제,전문의약품,20130628,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149085603005200014,,,,,2024-12-11 2:56
201307821,동광몬테루카스트츄정4밀리그램(몬테루카스트나트륨),동광제약(주),분홍색의 양면이 볼록한 타원형의 씹어먹는 정제,마크,4,타원형,분홍,,,,11,8,4,기타의 알레르기용약,전문의약품,20130625,추어블정(저작정),"ㄷㄱ,G",,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N3ivmErsnG,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938650963600169,,Dongkwang Montelukast Chewable Tab. 4mg,645905440,2024-12-11 2:56
201307746,동광몬테루카스트츄정5밀리그램(몬테루카스트나트륨),동광제약(주),분홍색의 양면이 볼록한 원형의 씹어먹는 정제,마크,5,원형,분홍,,,,9.6,9.6,4.3,기타의 알레르기용약,전문의약품,20130618,추어블정(저작정),"ㄷㄱ,G",,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OnUY_VtDIp,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938650963600169,,Dongkwang Montelukast Chewable Tab. 5mg,645905430,2024-12-11 2:56
201308540,위넥스지정 5/80밀리그램(수출용),한화제약(주),어두운 황색의 원형 필름코팅정,WNL,,원형,주황,,,,8,8,3.2,혈압강하제,전문의약품,20130730,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426747691200184,,,Winex-G Tab. 5/80mg,,2024-12-11 2:56
201211562,셀렌비연질캡슐,(주)유한양행,적색의 내용물이 들어있는 암갈색의 장방형 연질캡슐제,YH SLB,,타원형,갈색,,,,25.3,9.3,9.3,기타의 비타민제,일반의약품,20121231,"연질캡슐제, 액상",,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426652207800171,,,,,2024-12-11 2:56
201100945,메사르정20밀리그램(올메사탄메독소밀),(주)하원제약,흰색의 원형 필름코팅정제,hw,20,원형,하양,,,,8.57,8.57,3.84,혈압강하제,전문의약품,20110225,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426538213500071,,,Mesar Tab. 20mg,651503280,2024-12-11 2:56
201307833,엘폭사신정(레보플록사신수화물),동화약품(주),미백색의 필름코팅정,D-W,LV1,원형,하양,,,,8,8,4,기타의 화학요법제,전문의약품,20130625,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149723224913900078,,,,,2024-12-11 2:56
201308435,바이포지정5/160밀리그램,일동제약(주),어두운 노란색의 달걀형 필름코팅정,ID F2,,타원형,노랑,,,,14.4,5.6,5.2,혈압강하제,전문의약품,20130729,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426742408200132,,,Biforge Tab. 5/160mg,642904860,2024-12-11 2:56
201308434,바이포지정5/80밀리그램,일동제약(주),어두운 노란색의 원형 필름코팅정,IDF,,원형,노랑,,,,8.2,8.2,3.8,혈압강하제,전문의약품,20130729,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426742408200129,,,Biforge Tab. 5/80mg,642904850,2024-12-11 2:56
201308433,바이포지정10/160밀리그램,일동제약(주),밝은 노란색의 달걀형 필름코팅정,ID F1,,타원형,주황,,,,14.4,5.6,5.4,혈압강하제,전문의약품,20130729,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426742408200125,,,Biforge Tab. 10/160mg,642904870,2024-12-11 2:56
201304542,케어칼정,일동제약(주),흰색의 타원형 필름코팅정,IDP·C,분할선,타원형,하양,,,-,19.2,9.2,7.6,기타의 비타민제,일반의약품,20130208,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426676298300068,,,,,2024-12-11 2:56
201308541,위넥스지정 5/160밀리그램(수출용),한화제약(주),어두운 황색의 타원형 필름코팅정,WNF,,타원형,주황,,,,14,5.5,4.8,혈압강하제,전문의약품,20130730,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426747691200190,,,Winex-G Tab. 5/160mg,,2024-12-11 2:56
201307807,칼리나제정(칼리디노게나제),한국프라임제약(주),흰색의 원형 장용성 필름코팅정제,KZ,,원형,하양,,,,8.4,8.4,4.3,기타의 순환계용약,전문의약품,20130622,장용성필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1P2JYwFsBL1,,,Kallinase Tab.,663605700,2024-12-11 2:56
201207593,리스테롤정10밀리그램(아토르바스타틴칼슘수화물),한국프라임제약(주),흰색의 타원형 필름코팅정,KPP,ΛTV,타원형,하양,,,,10,5,4,동맥경화용제,전문의약품,20121031,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426633330100114,,,Listerol Tab. 20mg,663605250,2024-12-11 2:56
201308441,디에스반정80밀리그램(발사르탄),풍림무약(주),엷은 분홍색의 양면이 볼록한 원형 필름코팅정,P분할선L,80,원형,분홍,,-,,8,8,3.3,혈압강하제,전문의약품,20130729,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426742408200162,,,Dsvan Tab. 80mg(Valsartan),649001100,2024-12-11 2:56
201308500,엑스페라정5/80밀리그램,(주)테라젠이텍스,어두운 황색의 원형 필름코팅정제,ETX,80,원형,주황,,,,8.1,8.1,3.4,혈압강하제,전문의약품,20130730,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426747691200097,,,Expera Tab. 5/80mg,698502470,2024-12-11 2:56
201308502,엑스페라정5/160밀리그램,(주)테라젠이텍스,어두운 황색의 타원형 필름코팅정,ETX,160,타원형,주황,,,,14.2,5.6,5,혈압강하제,전문의약품,20130730,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426747691200100,,,Expera Tab. 5/160mg,698502460,2024-12-11 2:56
201308932,스티바가정40밀리그램(레고라페닙),바이엘코리아(주),밝은 분홍색의 타원형 필름코팅정,BAYER,40,타원형,분홍,,,,16,7,5,항악성종양제,전문의약품,20130822,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426768452000014,,,Stivarga Tablet 40mg (Regorafenib),641105790,2024-12-11 2:56
200500538,터비클린정(테르비나핀염산염),대웅바이오(주),흰색의 원형정제,T분할선B,마크,원형,하양,,-,,9,9,3.2,기타의 화학요법제,전문의약품,20050428,나정,,D,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428147654400168,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938661567700061,TERBICLIN TAB.,694000580,2024-12-11 2:56
201309277,플리즈구강용해필름100밀리그램(실데나필),(주)씨티씨바이오,파란색 또는 옅은 파란색의 직사각형 구강용해필름제,,,사각형,파랑,,,,40,30,1.5,기타의 비뇨생식기관 및 항문용약,전문의약품,20130911,구강붕해필름,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426782731800040,,,Please Orally Soluble Film 100mg,,2024-12-11 2:56
201401078,고든구강용해필름20mg(타다라필)(수출명: CALIBERI),(주)씨티씨바이오,옅은 황색의 직사각형 구강용해필름,,,사각형,노랑,,,,37,27,1,기타의 비뇨생식기관 및 항문용약,전문의약품,20140310,구강붕해필름,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mxwka5v0oJ,,,Godn Orodispersible Film 20mg,,2024-12-11 2:56
201101667,류마타민정,주식회사제뉴원사이언스,주황색의 장방형 필름코팅정,KKT,,장방형,주황,,,,20,8,5,기타의 비타민제,일반의약품,20110324,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426543658200102,,,,,2024-12-11 2:56
201400392,제뉴원올메사탄정10밀리그램(올메사탄메독소밀),주식회사제뉴원사이언스,흰색의 원형 필름코팅정,KK,10,원형,하양,,,,6,6,2,혈압강하제,전문의약품,20140128,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Ng1bQNO9Wc,,,Genuone Olmesartan Tab. 10mg,671704140,2024-12-11 2:56
201400393,제뉴원올메사탄정40밀리그램(올메사탄메독소밀),주식회사제뉴원사이언스,흰색의 장방형 필름코팅정,LS,40,타원형,하양,,,,15,7,5,혈압강하제,전문의약품,20140128,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Ng1bQNO9X0,,,Genuone Olmesartan Tab. 40mg,671704150,2024-12-11 2:56
201400848,오코돈서방정40밀리그램(옥시코돈염산염),하나제약(주),노란색의 원형 서방성 필름코팅정,OD,40,원형,노랑,,,,7,7,4.2,합성마약,전문의약품,20140224,서방성필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147884083011900033,,,Ocodone CR Tab. 40mg,,2024-12-11 2:56
201400921,텔미플러스브이정80/12.5밀리그램,(주)엘지화학,흰색-적색의 두층으로 이루어진 장방형 정제로 흰색층에 적색 반점이 있을수 있음,PV,TH,타원형,하양,분홍,,,16.3,8,6.15,혈압강하제,전문의약품,20140228,"정제, 미분류",,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426841854900077,,,,,2024-12-11 2:56
201400117,한림모사프리드정5밀리그램(모사프리드시트르산염수화물),한림제약(주),흰색의 장방형 필름코팅정제,HL,M5,장방형,하양,,,,9.2,4.7,3.4,기타의 소화기관용약,전문의약품,20140113,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1McEBdO4Bu6,,,Hanlim Mosapride Tab. 5mg,645304810,2024-12-11 2:56
201507411,펙소스타정40밀리그램(페북소스타트),한미약품(주),한 면에 분할선이 있는 흰색의 원형 필름코팅정제,FX40,분할선,원형,하양,,,-,9.1,9.1,3.6,통풍치료제,전문의약품,20151028,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427128653500147,,,Fexosta Tab. 40mg,643507410,2024-12-11 2:56
201507410,펙소스타정80밀리그램(페북소스타트),한미약품(주),한 면에 분할선이 있는 연한 노란색~노란색의 장방형 필름코팅정제,FX80,분할선,장방형,노랑,,,-,17.46,6.22,4.99,통풍치료제,전문의약품,20151028,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427128653500144,,,Fexosta Tab. 80mg,643507430,2024-12-11 2:56
201505942,플라리정(클로피도그렐황산염),삼일제약(주),분홍색의 원형 필름코팅정제,마크,P75,원형,분홍,,,,8.5,8.5,4,동맥경화용제,전문의약품,20150825,필름코팅정,"siL,5iL",,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427111861600016,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938644048800047,,,,2024-12-11 2:56
201507400,아젤라토정(아젤라스틴염산염),풍림무약(주),밝은 황색의 원형 필름코팅정제,PL,,원형,노랑,,,,6,6,3.5,기타의 알레르기용약,전문의약품,20151028,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148717327956500046,,,Azelato Tab.(Azelastine Hydrochloride),649001440,2024-12-11 2:56
201507389,명인탄산리튬정150밀리그램,명인제약(주),분홍색의 원형 정제,분할선,LH,원형,분홍,,-,,7.5,7.5,3,정신신경용제,전문의약품,20151027,나정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427128653500117,,,Myungin Lithium carbonate Tab. 150mg,651904260,2024-12-11 2:56
